"","keyword","date","geo","hits"
"415","covid",2021-03-05,"Arkansas",25
"416","covid",2021-03-06,"Arkansas",30
"417","covid",2021-03-07,"Arkansas",22
"418","covid",2021-03-08,"Arkansas",36
"419","covid",2021-03-09,"Arkansas",42
"420","covid",2021-03-10,"Arkansas",43
"421","covid",2021-03-11,"Arkansas",41
"422","covid",2021-03-12,"Arkansas",35
"423","covid",2021-03-13,"Arkansas",31
"424","covid",2021-03-14,"Arkansas",32
"425","covid",2021-03-15,"Arkansas",28
"426","covid",2021-03-16,"Arkansas",47
"427","covid",2021-03-17,"Arkansas",39
"428","covid",2021-03-18,"Arkansas",36
"429","covid",2021-03-19,"Arkansas",38
"430","covid",2021-03-20,"Arkansas",21
"431","covid",2021-03-21,"Arkansas",21
"432","covid",2021-03-22,"Arkansas",28
"433","covid",2021-03-23,"Arkansas",22
"434","covid",2021-03-24,"Arkansas",35
"435","covid",2021-03-25,"Arkansas",26
"436","covid",2021-03-26,"Arkansas",17
"437","covid",2021-03-27,"Arkansas",18
"438","covid",2021-03-28,"Arkansas",24
"439","covid",2021-03-29,"Arkansas",27
"440","covid",2021-03-30,"Arkansas",34
"441","covid",2021-03-31,"Arkansas",33
"442","covid",2021-04-01,"Arkansas",31
"443","covid",2021-04-02,"Arkansas",26
"444","covid",2021-04-03,"Arkansas",21
"445","covid",2021-04-04,"Arkansas",19
"446","covid",2021-04-05,"Arkansas",25
"447","covid",2021-04-06,"Arkansas",28
"448","covid",2021-04-07,"Arkansas",29
"449","covid",2021-04-08,"Arkansas",28
"450","covid",2021-04-09,"Arkansas",29
"451","covid",2021-04-10,"Arkansas",19
"452","covid",2021-04-11,"Arkansas",19
"453","covid",2021-04-12,"Arkansas",20
"454","covid",2021-04-13,"Arkansas",23
"455","covid",2021-04-14,"Arkansas",24
"456","covid",2021-04-15,"Arkansas",22
"457","covid",2021-04-16,"Arkansas",24
"458","covid",2021-04-17,"Arkansas",16
"459","covid",2021-04-18,"Arkansas",23
"460","covid",2021-04-19,"Arkansas",17
"461","covid",2021-04-20,"Arkansas",18
"462","covid",2021-04-21,"Arkansas",24
"463","covid",2021-04-22,"Arkansas",24
"464","covid",2021-04-23,"Arkansas",15
"465","covid",2021-04-24,"Arkansas",23
"466","covid",2021-04-25,"Arkansas",17
"467","covid",2021-04-26,"Arkansas",21
"468","covid",2021-04-27,"Arkansas",34
"469","covid",2021-01-01,"California",63
"470","covid",2021-01-02,"California",69
"471","covid",2021-01-03,"California",65
"472","covid",2021-01-04,"California",74
"473","covid",2021-01-05,"California",78
"474","covid",2021-01-06,"California",67
"475","covid",2021-01-07,"California",60
"476","covid",2021-01-08,"California",62
"477","covid",2021-01-09,"California",60
"478","covid",2021-01-10,"California",60
"479","covid",2021-01-11,"California",64
"480","covid",2021-01-12,"California",72
"481","covid",2021-01-13,"California",77
"482","covid",2021-01-14,"California",84
"483","covid",2021-01-15,"California",76
"484","covid",2021-01-16,"California",68
"485","covid",2021-01-17,"California",59
"486","covid",2021-01-18,"California",64
"487","covid",2021-01-19,"California",68
"488","covid",2021-01-20,"California",60
"489","covid",2021-01-21,"California",64
"490","covid",2021-01-22,"California",63
"491","covid",2021-01-23,"California",59
"492","covid",2021-01-24,"California",52
"493","covid",2021-01-25,"California",67
"494","covid",2021-01-26,"California",64
"495","covid",2021-01-27,"California",56
"496","covid",2021-01-28,"California",55
"497","covid",2021-01-29,"California",49
"498","covid",2021-01-30,"California",49
"499","covid",2021-01-31,"California",46
"500","covid",2021-02-01,"California",51
"501","covid",2021-02-02,"California",55
"502","covid",2021-02-03,"California",55
"503","covid",2021-02-04,"California",50
"504","covid",2021-02-05,"California",52
"505","covid",2021-02-06,"California",48
"506","covid",2021-02-07,"California",40
"507","covid",2021-02-08,"California",47
"508","covid",2021-02-09,"California",48
"509","covid",2021-02-10,"California",50
"510","covid",2021-02-11,"California",52
"511","covid",2021-02-12,"California",47
"512","covid",2021-02-13,"California",44
"513","covid",2021-02-14,"California",36
"514","covid",2021-02-15,"California",43
"515","covid",2021-02-16,"California",47
"516","covid",2021-02-17,"California",46
"517","covid",2021-02-18,"California",44
"518","covid",2021-02-19,"California",42
"519","covid",2021-02-20,"California",37
"520","covid",2021-02-21,"California",38
"521","covid",2021-02-22,"California",45
"522","covid",2021-02-23,"California",44
"523","covid",2021-02-24,"California",47
"524","covid",2021-02-25,"California",44
"525","covid",2021-02-26,"California",44
"526","covid",2021-02-27,"California",42
"527","covid",2021-02-28,"California",41
"528","covid",2021-03-01,"California",48
"529","covid",2021-03-02,"California",50
"530","covid",2021-03-03,"California",53
"531","covid",2021-03-04,"California",51
"532","covid",2021-03-05,"California",50
"533","covid",2021-03-06,"California",46
"534","covid",2021-03-07,"California",43
"535","covid",2021-03-08,"California",49
"536","covid",2021-03-09,"California",55
"537","covid",2021-03-10,"California",54
"538","covid",2021-03-11,"California",56
"539","covid",2021-03-12,"California",57
"540","covid",2021-03-13,"California",48
"541","covid",2021-03-14,"California",45
"542","covid",2021-03-15,"California",59
"543","covid",2021-03-16,"California",58
"544","covid",2021-03-17,"California",54
"545","covid",2021-03-18,"California",51
"546","covid",2021-03-19,"California",50
"547","covid",2021-03-20,"California",45
"548","covid",2021-03-21,"California",44
"549","covid",2021-03-22,"California",48
"550","covid",2021-03-23,"California",53
"551","covid",2021-03-24,"California",50
"552","covid",2021-03-25,"California",54
"553","covid",2021-03-26,"California",51
"554","covid",2021-03-27,"California",47
"555","covid",2021-03-28,"California",42
"556","covid",2021-03-29,"California",54
"557","covid",2021-03-30,"California",58
"558","covid",2021-03-31,"California",52
"559","covid",2021-04-01,"California",55
"560","covid",2021-04-02,"California",54
"561","covid",2021-04-03,"California",46
"562","covid",2021-04-04,"California",40
"563","covid",2021-04-05,"California",53
"564","covid",2021-04-06,"California",55
"565","covid",2021-04-07,"California",54
"566","covid",2021-04-08,"California",53
"567","covid",2021-04-09,"California",49
"568","covid",2021-04-10,"California",45
"569","covid",2021-04-11,"California",41
"570","covid",2021-04-12,"California",47
"571","covid",2021-04-13,"California",50
"572","covid",2021-04-14,"California",42
"573","covid",2021-04-15,"California",51
"574","covid",2021-04-16,"California",43
"575","covid",2021-04-17,"California",37
"576","covid",2021-04-18,"California",35
"577","covid",2021-04-19,"California",43
"578","covid",2021-04-20,"California",40
"579","covid",2021-04-21,"California",40
"580","covid",2021-04-22,"California",39
"581","covid",2021-04-23,"California",39
"582","covid",2021-04-24,"California",34
"583","covid",2021-04-25,"California",35
"584","covid",2021-04-26,"California",38
"585","covid",2021-04-27,"California",42
"586","covid",2021-01-01,"Colorado",34
"587","covid",2021-01-02,"Colorado",31
"588","covid",2021-01-03,"Colorado",35
"589","covid",2021-01-04,"Colorado",38
"590","covid",2021-01-05,"Colorado",37
"591","covid",2021-01-06,"Colorado",31
"592","covid",2021-01-07,"Colorado",27
"593","covid",2021-01-08,"Colorado",34
"594","covid",2021-01-09,"Colorado",28
"595","covid",2021-01-10,"Colorado",27
"596","covid",2021-01-11,"Colorado",32
"597","covid",2021-01-12,"Colorado",32
"598","covid",2021-01-13,"Colorado",37
"599","covid",2021-01-14,"Colorado",33
"600","covid",2021-01-15,"Colorado",29
"601","covid",2021-01-16,"Colorado",25
"602","covid",2021-01-17,"Colorado",27
"603","covid",2021-01-18,"Colorado",29
"604","covid",2021-01-19,"Colorado",32
